"Player";"Position";"Team"
"Rupp, Mike";"LW";"MIN"
"Russell, Kris";"D";"CGY"
"Ruutu, Tuomo";"C";"CAR"
"Ryan, Bobby";"RW";"OTT"
"Ryder, Michael";"RW";"NJD"
"Rynnas, Jussi";"G";"TOR"
"Saad, Brandon";"LW";"CHI"
"Salo, Sami";"D";"TAM"
"Salvador, Bryce";"D";"NJD"
"Samson, Jerome";"RW";"WPG"
"Samuelsson, Mikael";"RW";"DET"
"Santorelli, Mike";"C";"VAN"
"Sarich, Cory";"D";"COL"
"Sauve, Yann";"D";"VAN"
"Savard, David";"D";"CBS"
"Savard, Marc";"C";"BOS"
"Sbisa, Luca";"D";"ANA"
"Scandella, Marco";"D";"MIN"
"Sceviour, Colton";"C";"DAL"
"Scheifele, Mark";"C";"WPG"
"Schenn, Brayden";"C";"PHI"
"Schenn, Luke";"D";"PHI"
"Schilling, Cameron";"D";"WSH"
"Schlemko, David";"D";"PHO"
"Schmidt, Nate";"D";"WSH"
"Schneider, Cory";"G";"NJD"
"Schroeder, Jordan";"C";"VAN"
"Schultz, Jeff";"D";"LAK"
"Schultz, Justin";"D";"EDM"
"Schultz, Nick";"D";"EDM"
"Schwartz, Jaden";"C";"STL"
"Scott, John";"D";"BUF"
"Scrivens, Ben";"G";"LAK"
"Scuderi, Rob";"D";"PIT"
"Seabrook, Brent";"D";"CHI"
"Sedin, Daniel";"LW";"VAN"
"Sedin, Henrik";"C";"VAN"
"Segal, Brandon";"RW";"NYR"
"Seguin, Tyler";"C";"DAL"
"Seidenberg, Dennis";"D";"BOS"
"Sekera, Andrej";"D";"CAR"
"Selleck, Eric";"LW";"FLA"
"Semin, Alexander";"LW";"CAR"
"Sestito, Tim";"C";"NJD"
"Sestito, Tom";"LW";"VAN"
"Setoguchi, Devin";"RW";"WPG"
"Sgarbossa, Michael";"C";"COL"
"Sharp, Patrick";"C";"CHI"
"Shattenkirk, Kevin";"D";"STL"
"Shaw, Andrew";"C";"CHI"
"Sheahan, Riley";"C";"DET"
"Sheppard, James";"C";"SJS"
"Shore, Drew";"C";"FLA"
"Sikich, Zach";"G";"ANA"
"Silfverberg, Jakob";"LW";"ANA"
"Simmonds, Wayne";"RW";"PHI"
"Sims, Shane";"D";"NYI"
"Skille, Jack";"RW";"CBS"
"Skinner, Jeff";"C";"CAR"
"Slater, Jim";"C";"WPG"
"Smid, Ladislav";"D";"EDM"
"Smith, Ben";"RW";"CHI"
"Smith, Brendan";"D";"DET"
"Smith, Craig";"C";"NSH"
"Smith, Derek";"D";"CGY"
"Smith, Mike";"G";"PHO"
"Smith, Reilly";"RW";"BOS"
"Smith, Trevor";"LW";"PIT"
"Smith, Zack";"C";"OTT"
"Smith-Pelly, Devante";"RW";"ANA"
"Smyth, Ryan";"LW";"EDM"
"Sneep, Carl";"D";"DAL"
"Sobotka, Vladimir";"C";"STL"
"Soderberg, Carl";"C";"BOS"
"Souray, Sheldon";"D";"ANA"
"Spaling, Nick";"C";"NSH"
"Spezza, Jason";"C";"OTT"
"Spooner, Ryan";"C";"BOS"
"Spurgeon, Jared";"D";"MIN"
"St. Louis, Martin";"RW";"TAM"
"St. Pierre, Martin";"C";"MTL"
"Staal, Eric";"C";"CAR"
"Staal, Jared";"RW";"CAR"
"Staal, Jordan";"C";"CAR"
"Staal, Marc";"D";"NYR"
"Stafford, Drew";"RW";"BUF"
"Stajan, Matt";"C";"CGY"
"Stalberg, Viktor";"LW";"NSH"
"Stalock, Alex";"G";"SJS"
"Stamkos, Steven";"C";"TAM"
"Stanton, Ryan";"D";"CHI"
"Stastny, Paul";"C";"COL"
"Staubitz, Brad";"RW";"ANA"
"Steen, Alexander";"LW";"STL"
"Stempniak, Lee";"RW";"CGY"
"Stepan, Derek";"C";"NYR"
"Stewart, Anthony";"RW";"LAK"
"Stewart, Chris";"RW";"STL"
"Stoll, Jarret";"C";"LAK"
"Stone, Mark";"RW";"OTT"
"Stone, Michael";"D";"PHO"
"Stoner, Clayton";"D";"MIN"
"Stortini, Zack";"RW";"ANA"
"Strachan, Tyson";"D";"WSH"
"Strait, Brian";"D";"NYI"
"Stralman, Anton";"D";"NYR"
"Street, Ben";"RW";"CGY"
"Streit, Mark";"D";"PHI"
"Stuart, Brad";"D";"SJS"
"Stuart, Colin";"LW";"VAN"
"Stuart, Mark";"D";"WPG"
"Subban, P.K.";"D";"MTL"
"Sulzer, Alexander";"D";"BUF"
"Summers, Chris";"D";"PHO"
"Sustr, Andrej";"D";"TAM"
"Suter, Ryan";"D";"MIN"
"Sutter, Brandon";"C";"PIT"
"Sutter, Brett";"C";"CAR"
"Sutton, Andy";"D";"EDM"
"Sweatt, Bill";"LW";"VAN"
"Syvret, Danny";"D";"NYR"
"Talbot, Cam";"G";"NYR"
"Talbot, Maxime";"C";"PHI"
"Tallinder, Henrik";"D";"BUF"
"Tanev, Chris";"D";"VAN"
"Tangradi, Eric";"LW";"WPG"
"Tanguay, Alex";"LW";"COL"
"Taormina, Matt";"D";"TAM"
"Tarasenko, Vladimir";"RW";"STL"
"Tardif, Jamie";"RW";"BOS"
"Tarnasky, Nick";"C";"MTL"
"Tatar, Tomas";"C";"DET"
"Tavares, John";"C";"NYI"
"Taylor, Danny";"G";"CGY"
"Tedenby, Mattias";"LW";"NJD"
"Tennyson, Matt";"D";"SJS"
"Terry, Chris";"LW";"CAR"
"Thomas, Christian";"RW";"MTL"
"Thompson, Nate";"C";"TAM"
"Thorburn, Chris";"RW";"WPG"
"Thornton, Joe";"C";"SJS"
"Thornton, Shawn";"RW";"BOS"
"Timmins, Scott";"C";"FLA"
"Timonen, Kimmo";"D";"PHI"
"Tinordi, Jarred";"D";"MTL"
"Tlusty, Jiri";"C";"CAR"
"Toews, Jonathan";"C";"CHI"
"Toffoli, Tyler";"C";"LAK"
"Tootoo, Jordin";"RW";"DET"
"Torres, Raffi";"LW";"SJS"
"Trouba, Jacob";"D";"WPG"
"Turris, Kyle";"C";"OTT"
"Tyrell, Dana";"C";"TAM"
"Tyutin, Fedor";"D";"CBS"
"Umberger, R.J.";"C";"CBS"
"Upshall, Scottie";"RW";"FLA"
"Urbom, Alexander";"D";"NJD"
"Van der Gulik, David";"RW";"COL"
"Vande Velde, Chris";"C";"EDM"
"Vandermeer, Jim";"D";"VAN"
"Vanek, Thomas";"LW";"BUF"
"Varlamov, Semyon";"G";"COL"
"Vatanen, Sami";"D";"ANA"
"Veilleux, Stephane";"C";"MIN"
"Vermette, Antoine";"C";"PHO"
"Versteeg, Kris";"RW";"FLA"
"Visnovsky, Lubomir";"D";"NYI"
"Vitale, Joe";"C";"PIT"
"Vlasic, Marc-Edouard";"D";"SJS"
"Vokoun, Tomas";"G";"PIT"
"Volchenkov, Anton";"D";"NJD"
"Volpatti, Aaron";"LW";"WSH"
"Voracek, Jakub";"RW";"PHI"
"Voynov, Slava";"D";"LAK"
"Vrbata, Radim";"RW";"PHO"
"van Riemsdyk, James";"LW";"TOR"
"Walker, Matt";"D";"PHI"
"Ward, Cam";"G";"CAR"
"Ward, Joel";"RW";"WSH"
"Warsofsky, David";"D";"BOS"
"Wathier, Francis";"LW";"DAL"
"Watkins, Matt";"RW";"WSH"
"Watson, Austin";"LW";"NSH"
"Weaver, Mike";"D";"FLA"
"Weber, Mike";"D";"BUF"
"Weber, Shea";"D";"NSH"
"Weber, Yannick";"D";"VAN"
"Weise, Dale";"RW";"VAN"
"Weiss, Stephen";"C";"DET"
"Wellman, Casey";"C";"WSH"
"Wellwood, Eric";"LW";"PHI"
"Welsh, Jeremy";"C";"CAR"
"Westgarth, Kevin";"RW";"CAR"
"Wheeler, Blake";"RW";"WPG"
"White, Jordan";"G";"SJS"
"White, Ryan";"C";"MTL"
"Whitney, Ray";"LW";"DAL"
"Wideman, Dennis";"D";"CGY"
"Wiercioch, Patrick";"D";"OTT"
"Williams, Justin";"RW";"LAK"
"Wilson, Colin";"C";"NSH"
"Wilson, Ryan";"D";"COL"
"Wilson, Tom";"RW";"WSH"
"Winchester, Brad";"LW";"CHI"
"Winchester, Jesse";"C";"FLA"
"Wingels, Tommy";"C";"SJS"
"Winnik, Daniel";"LW";"ANA"
"Wisniewski, James";"D";"CBS"
"Woywitka, Jeff";"D";"STL"
"Wright, James";"C";"WPG"
"Wyman, J.T.";"RW";"COL"
"Yakupov, Nail";"RW";"EDM"
"Yandle, Keith";"D";"PHO"
"Yip, Brandon";"RW";"PHO"
"Yonkman, Nolan";"D";"ANA"
"Zajac, Travis";"C";"NJD"
"Zatkoff, Jeff";"G";"PIT"
"Zetterberg, Henrik";"C";"DET"
"Zibanejad, Mika";"C";"OTT"
"Zidlicky, Marek";"D";"NJD"
"Zolnierczyk, Harry";"RW";"PIT"
"Zubrus, Dainius";"RW";"NJD"
"Zuccarello, Mats";"RW";"NYR"
"Zucker, Jason";"LW";"MIN"
